subject_id,island_idx,block_type,theta,student_a,student_b,first_examples_a,first_examples_b,guess,first_guess,teacher_knowledge,second_examples_a,second_examples_b,final_guess
ec6f55f453004a75b4a0fe8a0df46a79,11,partial,0.3,9,1,0,5,1,0.7,1,0,5,0.3
a3e9d167aba96f4c544c4d87c55d65f7,0,full,0.7,9,1,5,0,0,NA,0.31,3,2,0.7
a3e9d167aba96f4c544c4d87c55d65f7,1,full,0.3,9,1,3,2,1,0.7,0.63,0,5,0.3
a3e9d167aba96f4c544c4d87c55d65f7,2,full,0.7,9,1,4,1,0,NA,0.77,3,2,0.7
a3e9d167aba96f4c544c4d87c55d65f7,3,full,0.7,9,1,2,3,1,0.3,0.39,3,2,0.3
a3e9d167aba96f4c544c4d87c55d65f7,4,partial,0.7,9,1,1,4,0,NA,0.76,1,4,0.3
a3e9d167aba96f4c544c4d87c55d65f7,5,partial,0.3,9,1,3,2,1,0.7,0.4,5,0,0.3
a3e9d167aba96f4c544c4d87c55d65f7,6,full,0.7,9,1,2,3,1,0.7,0.39,2,3,0.7
a3e9d167aba96f4c544c4d87c55d65f7,7,partial,0.3,9,1,0,5,1,0.3,0.76,5,0,0.3
a3e9d167aba96f4c544c4d87c55d65f7,8,full,0.3,9,1,1,4,1,0.3,0.69,5,0,0.3
a3e9d167aba96f4c544c4d87c55d65f7,9,partial,0.3,9,1,0,5,0,NA,0.77,0,5,0.3
a3e9d167aba96f4c544c4d87c55d65f7,10,partial,0.7,9,1,5,0,1,0.7,0.25,0,5,0.7
a3e9d167aba96f4c544c4d87c55d65f7,11,full,0.3,9,1,4,1,0,NA,0.52,2,3,0.7
6bd8cddf0570ac616b26a773919959f2,0,partial,0.7,9,1,1,4,0,NA,0.85,1,4,0.7
6bd8cddf0570ac616b26a773919959f2,1,partial,0.7,9,1,5,0,1,0.7,0.93,5,0,0.7
6bd8cddf0570ac616b26a773919959f2,2,full,0.7,9,1,2,3,0,NA,0.88,5,0,0.7
6bd8cddf0570ac616b26a773919959f2,3,partial,0.7,9,1,4,1,0,NA,0.12,5,0,0.7
6bd8cddf0570ac616b26a773919959f2,4,full,0.3,9,1,2,3,0,NA,0.85,5,0,0.3
6bd8cddf0570ac616b26a773919959f2,5,full,0.3,9,1,4,1,0,NA,0.03,0,5,0.3
6bd8cddf0570ac616b26a773919959f2,6,partial,0.7,9,1,1,4,0,NA,0.86,1,4,0.3
6bd8cddf0570ac616b26a773919959f2,7,partial,0.7,9,1,5,0,0,NA,0.96,4,1,0.7
6bd8cddf0570ac616b26a773919959f2,8,full,0.3,9,1,0,5,1,0.3,0.95,5,0,0.3
6bd8cddf0570ac616b26a773919959f2,9,partial,0.7,9,1,3,2,1,0.7,0.07,2,3,0.7
6bd8cddf0570ac616b26a773919959f2,10,partial,0.7,9,1,0,5,1,0.3,1,5,0,0.7
6bd8cddf0570ac616b26a773919959f2,11,partial,0.3,9,1,3,2,1,0.7,0.68,0,5,0.3
0b49b1852011036edfd5001c2370029e,0,full,0.3,9,1,2,3,1,0.7,0.66,0,5,0.3
0b49b1852011036edfd5001c2370029e,1,full,0.7,9,1,4,1,1,0.7,0.86,2,3,0.7
0b49b1852011036edfd5001c2370029e,2,partial,0.7,9,1,3,2,1,0.7,0.32,1,4,0.3
0b49b1852011036edfd5001c2370029e,3,full,0.3,9,1,1,4,1,0.3,0.66,0,5,0.3
0b49b1852011036edfd5001c2370029e,4,full,0.7,9,1,5,0,0,NA,0.81,0,5,0.7
0b49b1852011036edfd5001c2370029e,5,partial,0.3,9,1,0,5,1,0.3,0.73,1,4,0.3
0b49b1852011036edfd5001c2370029e,6,full,0.3,9,1,4,1,1,0.7,0.85,5,0,0.3
0b49b1852011036edfd5001c2370029e,7,full,0.3,9,1,2,3,1,0.3,0.34,5,0,0.3
0b49b1852011036edfd5001c2370029e,8,full,0.3,9,1,5,0,0,NA,0.95,0,5,0.3
0b49b1852011036edfd5001c2370029e,9,partial,0.3,9,1,3,2,1,0.7,0.29,5,0,0.3
0b49b1852011036edfd5001c2370029e,10,full,0.3,9,1,0,5,0,NA,0.73,5,0,0.3
0b49b1852011036edfd5001c2370029e,11,full,0.7,9,1,1,4,1,0.3,0.73,3,2,0.3
9c4f1ff73cf77fbf7928212a22cf0fc8,0,partial,0.7,9,1,1,4,0,NA,0.4,1,4,0.7
9c4f1ff73cf77fbf7928212a22cf0fc8,1,partial,0.7,9,1,3,2,0,NA,0.54,1,4,0.7
9c4f1ff73cf77fbf7928212a22cf0fc8,2,partial,0.7,9,1,4,1,0,NA,0.56,5,0,0.7
9c4f1ff73cf77fbf7928212a22cf0fc8,3,partial,0.7,9,1,4,1,0,NA,0.54,5,0,0.3
9c4f1ff73cf77fbf7928212a22cf0fc8,4,partial,0.3,9,1,5,0,0,NA,0.56,3,2,0.7
9c4f1ff73cf77fbf7928212a22cf0fc8,5,full,0.7,9,1,2,3,0,NA,0.44,0,5,0.7
9c4f1ff73cf77fbf7928212a22cf0fc8,6,partial,0.7,9,1,1,4,0,NA,0.54,1,4,0.3
9c4f1ff73cf77fbf7928212a22cf0fc8,7,full,0.3,9,1,0,5,0,NA,0.7,4,1,0.3
9c4f1ff73cf77fbf7928212a22cf0fc8,8,full,0.3,9,1,0,5,0,NA,0.55,5,0,0.3
9c4f1ff73cf77fbf7928212a22cf0fc8,9,partial,0.7,9,1,5,0,0,NA,0.47,5,0,0.7
9c4f1ff73cf77fbf7928212a22cf0fc8,10,partial,0.7,9,1,3,2,0,NA,0.48,1,4,0.7
9c4f1ff73cf77fbf7928212a22cf0fc8,11,full,0.3,9,1,2,3,0,NA,0.42,1,4,0.7
b464b54c21135a5ed174bf43faa91b26,0,full,0.3,9,1,2,3,0,NA,0.61,1,4,0.3
b464b54c21135a5ed174bf43faa91b26,1,full,0.7,9,1,5,0,0,NA,0.36,3,2,0.7
b464b54c21135a5ed174bf43faa91b26,2,full,0.7,9,1,0,5,0,NA,0.76,5,0,0.7
b464b54c21135a5ed174bf43faa91b26,3,partial,0.7,9,1,3,2,1,0.7,0.6,1,4,0.3
b464b54c21135a5ed174bf43faa91b26,4,partial,0.7,9,1,3,2,0,NA,0.6,1,4,0.7
b464b54c21135a5ed174bf43faa91b26,5,partial,0.7,9,1,4,1,0,NA,0.65,5,0,0.7
b464b54c21135a5ed174bf43faa91b26,6,full,0.7,9,1,0,5,1,0.3,0.72,4,1,0.3
b464b54c21135a5ed174bf43faa91b26,7,partial,0.3,9,1,2,3,1,0.7,0.71,5,0,0.3
b464b54c21135a5ed174bf43faa91b26,8,partial,0.7,9,1,5,0,0,NA,0.77,4,1,0.7
b464b54c21135a5ed174bf43faa91b26,9,full,0.3,9,1,4,1,0,NA,0.6,2,3,0.7
b464b54c21135a5ed174bf43faa91b26,10,partial,0.7,9,1,1,4,1,0.3,0.76,5,0,0.7
b464b54c21135a5ed174bf43faa91b26,11,full,0.7,9,1,1,4,1,0.3,0.63,3,2,0.3
7a380959422e9b45146bb602b22e43c3,0,partial,0.3,9,1,1,4,0,NA,0.1,2,3,0.7
7a380959422e9b45146bb602b22e43c3,1,partial,0.7,9,1,0,5,0,NA,0,5,0,0.7
7a380959422e9b45146bb602b22e43c3,2,full,0.7,9,1,5,0,0,NA,0.93,0,5,0.7
7a380959422e9b45146bb602b22e43c3,3,full,0.7,9,1,3,2,0,NA,0,0,5,0.3
7a380959422e9b45146bb602b22e43c3,4,full,0.7,9,1,3,2,0,NA,0,5,0,0.7
7a380959422e9b45146bb602b22e43c3,5,full,0.7,9,1,4,1,0,NA,1,0,5,0.7
7a380959422e9b45146bb602b22e43c3,6,full,0.3,9,1,1,4,0,NA,0,5,0,0.7
7a380959422e9b45146bb602b22e43c3,7,full,0.7,9,1,4,1,0,NA,1,3,2,0.7
7a380959422e9b45146bb602b22e43c3,8,partial,0.7,9,1,0,5,0,NA,0,2,3,0.7
7a380959422e9b45146bb602b22e43c3,9,partial,0.3,9,1,2,3,0,NA,0,1,4,0.7
7a380959422e9b45146bb602b22e43c3,10,full,0.7,9,1,2,3,0,NA,0,0,5,0.7
7a380959422e9b45146bb602b22e43c3,11,partial,0.3,9,1,5,0,0,NA,1,1,4,0.7
ba144f97aeb49f0e7bded11a63f828bb,0,full,0.7,9,1,5,0,1,0.7,0.24,4,1,0.7
ba144f97aeb49f0e7bded11a63f828bb,1,full,0.7,9,1,0,5,0,NA,0.14,0,5,0.7
ba144f97aeb49f0e7bded11a63f828bb,2,full,0.3,9,1,1,4,0,NA,0.75,5,0,0.3
ba144f97aeb49f0e7bded11a63f828bb,3,partial,0.7,9,1,5,0,0,NA,0.28,5,0,0.7
ba144f97aeb49f0e7bded11a63f828bb,4,full,0.7,9,1,0,5,1,0.7,0.82,5,0,0.7
ba144f97aeb49f0e7bded11a63f828bb,5,full,0.7,9,1,2,3,0,NA,0.74,0,5,0.7
ba144f97aeb49f0e7bded11a63f828bb,6,partial,0.3,9,1,4,1,0,NA,0.31,1,4,0.7
ba144f97aeb49f0e7bded11a63f828bb,7,partial,0.3,9,1,2,3,0,NA,0.71,1,4,0.7
ba144f97aeb49f0e7bded11a63f828bb,8,partial,0.7,9,1,4,1,0,NA,0.31,5,0,0.7
ba144f97aeb49f0e7bded11a63f828bb,9,partial,0.3,9,1,3,2,0,NA,0.33,5,0,0.7
ba144f97aeb49f0e7bded11a63f828bb,10,partial,0.3,9,1,1,4,0,NA,0.67,2,3,0.7
ba144f97aeb49f0e7bded11a63f828bb,11,full,0.3,9,1,3,2,0,NA,0.25,1,4,0.7
3d361dcda58a848a3fceb2a596cc19a9,0,partial,0.7,9,1,1,4,0,NA,0.31,1,4,0.7
3d361dcda58a848a3fceb2a596cc19a9,1,partial,0.7,9,1,3,2,0,NA,0.38,1,4,0.7
3d361dcda58a848a3fceb2a596cc19a9,2,full,0.3,9,1,3,2,0,NA,0.56,1,4,0.7
3d361dcda58a848a3fceb2a596cc19a9,3,full,0.3,9,1,5,0,1,0.7,0.75,0,5,0.7
3d361dcda58a848a3fceb2a596cc19a9,4,partial,0.3,9,1,2,3,1,0.7,0.36,0,5,0.3
3d361dcda58a848a3fceb2a596cc19a9,5,partial,0.3,9,1,2,3,1,0.7,0.65,5,0,0.3
3d361dcda58a848a3fceb2a596cc19a9,6,partial,0.7,9,1,4,1,0,NA,0.78,5,0,0.7
3d361dcda58a848a3fceb2a596cc19a9,7,partial,0.7,9,1,5,0,0,NA,0.73,4,1,0.3
3d361dcda58a848a3fceb2a596cc19a9,8,partial,0.7,9,1,4,1,1,0.7,0.66,3,2,0.7
3d361dcda58a848a3fceb2a596cc19a9,9,full,0.7,9,1,0,5,0,NA,0.78,5,0,0.3
3d361dcda58a848a3fceb2a596cc19a9,10,partial,0.3,9,1,1,4,1,0.3,0.72,0,5,0.3
3d361dcda58a848a3fceb2a596cc19a9,11,full,0.7,9,1,0,5,0,NA,0.73,0,5,0.3
b5e7c991ebfc8e1984b1676381e2f8c7,0,full,0.7,9,1,0,5,0,NA,0.36,0,5,0.3
b5e7c991ebfc8e1984b1676381e2f8c7,1,partial,0.3,9,1,5,0,0,NA,0.61,3,2,0.7
b5e7c991ebfc8e1984b1676381e2f8c7,2,full,0.7,9,1,3,2,0,NA,0.39,5,0,0.3
b5e7c991ebfc8e1984b1676381e2f8c7,3,partial,0.3,9,1,3,2,0,NA,0.67,5,0,0.3
b5e7c991ebfc8e1984b1676381e2f8c7,4,partial,0.3,9,1,5,0,0,NA,0.93,1,4,0.7
b5e7c991ebfc8e1984b1676381e2f8c7,5,full,0.3,9,1,1,4,0,NA,0.23,5,0,0.7
b5e7c991ebfc8e1984b1676381e2f8c7,6,full,0.3,9,1,0,5,0,NA,0.19,4,1,0.3
b5e7c991ebfc8e1984b1676381e2f8c7,7,partial,0.3,9,1,4,1,0,NA,0.96,5,0,0.3
b5e7c991ebfc8e1984b1676381e2f8c7,8,partial,0.7,9,1,2,3,0,NA,0.57,4,1,0.3
b5e7c991ebfc8e1984b1676381e2f8c7,9,partial,0.7,9,1,1,4,0,NA,0.03,1,4,0.7
b5e7c991ebfc8e1984b1676381e2f8c7,10,partial,0.3,9,1,4,1,0,NA,0.91,1,4,0.7
b5e7c991ebfc8e1984b1676381e2f8c7,11,partial,0.7,9,1,2,3,0,NA,0.3,0,5,0.7
71f3766b3e99c92eb4d0248f3076a4a4,0,full,0.7,9,1,2,3,1,0.7,0.04,2,3,0.7
71f3766b3e99c92eb4d0248f3076a4a4,1,full,0.7,9,1,5,0,0,NA,0.67,0,5,0.7
71f3766b3e99c92eb4d0248f3076a4a4,2,partial,0.7,9,1,4,1,0,NA,0.36,5,0,0.7
71f3766b3e99c92eb4d0248f3076a4a4,3,partial,0.3,9,1,1,4,1,0.7,0.6,5,0,0.7
71f3766b3e99c92eb4d0248f3076a4a4,4,partial,0.3,9,1,3,2,0,NA,0.42,5,0,0.7
71f3766b3e99c92eb4d0248f3076a4a4,5,full,0.3,9,1,2,3,0,NA,0.47,1,4,0.3
71f3766b3e99c92eb4d0248f3076a4a4,6,partial,0.3,9,1,0,5,1,0.7,0.24,5,0,0.3
71f3766b3e99c92eb4d0248f3076a4a4,7,full,0.3,9,1,4,1,0,NA,0.66,2,3,0.7
71f3766b3e99c92eb4d0248f3076a4a4,8,partial,0.3,9,1,3,2,0,NA,0.53,0,5,0.7
71f3766b3e99c92eb4d0248f3076a4a4,9,full,0.7,9,1,0,5,0,NA,0.29,5,0,0.7
71f3766b3e99c92eb4d0248f3076a4a4,10,partial,0.7,9,1,5,0,0,NA,0.65,5,0,0.7
71f3766b3e99c92eb4d0248f3076a4a4,11,partial,0.7,9,1,1,4,0,NA,0.39,1,4,0.7
d83927e943179524af24d4894a140a62,0,full,0.3,9,1,4,1,0,NA,0.27,2,3,0.7
d83927e943179524af24d4894a140a62,1,partial,0.7,9,1,3,2,0,NA,0.19,1,4,0.7
d83927e943179524af24d4894a140a62,2,partial,0.3,9,1,2,3,0,NA,0.12,1,4,0.7
d83927e943179524af24d4894a140a62,3,partial,0.3,9,1,0,5,0,NA,0.11,0,5,0.7
d83927e943179524af24d4894a140a62,4,partial,0.7,9,1,1,4,0,NA,0.1,1,4,0.7
d83927e943179524af24d4894a140a62,5,partial,0.3,9,1,4,1,0,NA,0.46,1,4,0.7
d83927e943179524af24d4894a140a62,6,full,0.7,9,1,1,4,0,NA,0.15,3,2,0.7
d83927e943179524af24d4894a140a62,7,partial,0.7,9,1,3,2,0,NA,0.36,1,4,0.7
d83927e943179524af24d4894a140a62,8,full,0.3,9,1,5,0,0,NA,0.56,0,5,0.7
d83927e943179524af24d4894a140a62,9,full,0.3,9,1,2,3,0,NA,0.24,5,0,0.7
d83927e943179524af24d4894a140a62,10,partial,0.7,9,1,0,5,0,NA,0.09,2,3,0.7
d83927e943179524af24d4894a140a62,11,full,0.3,9,1,5,0,0,NA,0.57,5,0,0.7
8a111e5c04b0ba32913848a3c3bb8839,0,partial,0.3,9,1,4,1,0,NA,0.77,5,0,0.7
8a111e5c04b0ba32913848a3c3bb8839,1,full,0.3,9,1,0,5,0,NA,0.72,4,1,0.3
8a111e5c04b0ba32913848a3c3bb8839,2,full,0.7,9,1,3,2,0,NA,0.45,5,0,0.7
8a111e5c04b0ba32913848a3c3bb8839,3,partial,0.3,9,1,1,4,0,NA,0.23,2,3,0.7
8a111e5c04b0ba32913848a3c3bb8839,4,full,0.3,9,1,5,0,1,0.3,0.7,0,5,0.7
8a111e5c04b0ba32913848a3c3bb8839,5,full,0.7,9,1,2,3,1,0.3,0.33,3,2,0.7
8a111e5c04b0ba32913848a3c3bb8839,6,partial,0.7,9,1,0,5,0,NA,0.14,2,3,0.7
8a111e5c04b0ba32913848a3c3bb8839,7,partial,0.3,9,1,3,2,0,NA,0.34,5,0,0.3
8a111e5c04b0ba32913848a3c3bb8839,8,full,0.3,9,1,4,1,0,NA,0.61,0,5,0.3
8a111e5c04b0ba32913848a3c3bb8839,9,full,0.3,9,1,1,4,1,0.3,0.74,5,0,0.7
8a111e5c04b0ba32913848a3c3bb8839,10,full,0.7,9,1,2,3,1,0.3,0.35,3,2,0.3
8a111e5c04b0ba32913848a3c3bb8839,11,partial,0.3,9,1,5,0,0,NA,0.66,3,2,0.7
40d49d813aa56f2d838752d53e9d0eaf,0,full,0.3,9,1,2,3,0,NA,0.66,1,4,0.3
40d49d813aa56f2d838752d53e9d0eaf,1,partial,0.7,9,1,1,4,1,0.3,0.74,5,0,0.7
40d49d813aa56f2d838752d53e9d0eaf,2,full,0.3,9,1,0,5,1,0.3,0.67,5,0,0.3
40d49d813aa56f2d838752d53e9d0eaf,3,full,0.3,9,1,5,0,1,0.7,0.71,0,5,0.3
40d49d813aa56f2d838752d53e9d0eaf,4,full,0.7,9,1,0,5,1,0.3,0.77,5,0,0.7
40d49d813aa56f2d838752d53e9d0eaf,5,partial,0.3,9,1,4,1,1,0.7,0.48,5,0,0.3
40d49d813aa56f2d838752d53e9d0eaf,6,full,0.3,9,1,1,4,1,0.3,0.75,5,0,0.3
40d49d813aa56f2d838752d53e9d0eaf,7,full,0.7,9,1,4,1,1,0.7,0.5,2,3,0.3
40d49d813aa56f2d838752d53e9d0eaf,8,full,0.3,9,1,3,2,1,0.7,0.54,0,5,0.3
40d49d813aa56f2d838752d53e9d0eaf,9,full,0.3,9,1,3,2,1,0.7,0.54,5,0,0.3
40d49d813aa56f2d838752d53e9d0eaf,10,partial,0.7,9,1,2,3,1,0.3,0.65,0,5,0.7
40d49d813aa56f2d838752d53e9d0eaf,11,partial,0.3,9,1,5,0,1,0.7,0.51,5,0,0.7
8746531b88dff37409223eb87b73ec4d,0,full,0.3,9,1,2,3,0,NA,0.01,1,4,0.3
8746531b88dff37409223eb87b73ec4d,1,full,0.7,9,1,3,2,0,NA,0,5,0,0.7
8746531b88dff37409223eb87b73ec4d,2,full,0.3,9,1,4,1,0,NA,0.97,2,3,0.7
8746531b88dff37409223eb87b73ec4d,3,partial,0.7,9,1,5,0,0,NA,0,4,1,0.7
8746531b88dff37409223eb87b73ec4d,4,partial,0.3,9,1,4,1,0,NA,0.83,1,4,0.7
8746531b88dff37409223eb87b73ec4d,5,partial,0.7,9,1,3,2,1,0.7,0.42,2,3,0.7
8746531b88dff37409223eb87b73ec4d,6,partial,0.3,9,1,0,5,1,0.7,0.34,0,5,0.3
8746531b88dff37409223eb87b73ec4d,7,partial,0.7,9,1,0,5,1,0.3,0.67,1,4,0.7
8746531b88dff37409223eb87b73ec4d,8,partial,0.7,9,1,1,4,1,0.3,0.39,5,0,0.7
8746531b88dff37409223eb87b73ec4d,9,full,0.3,9,1,1,4,1,0.7,0.64,5,0,0.3
8746531b88dff37409223eb87b73ec4d,10,partial,0.7,9,1,2,3,1,0.3,0.59,0,5,0.7
8746531b88dff37409223eb87b73ec4d,11,full,0.3,9,1,5,0,1,0.3,0.79,0,5,0.7
0c454228ecbf26134a0650f6cbb64027,0,partial,0.7,9,1,3,2,0,NA,0.37,1,4,0.7
0c454228ecbf26134a0650f6cbb64027,1,full,0.7,9,1,5,0,0,NA,0.2,3,2,0.7
0c454228ecbf26134a0650f6cbb64027,2,partial,0.3,9,1,5,0,0,NA,0.22,3,2,0.7
0c454228ecbf26134a0650f6cbb64027,3,full,0.3,9,1,2,3,0,NA,0.54,1,4,0.3
0c454228ecbf26134a0650f6cbb64027,4,partial,0.7,9,1,3,2,0,NA,0.5,1,4,0.7
0c454228ecbf26134a0650f6cbb64027,5,partial,0.3,9,1,2,3,0,NA,0.52,3,2,0.7
0c454228ecbf26134a0650f6cbb64027,6,full,0.7,9,1,1,4,0,NA,0.54,0,5,0.3
0c454228ecbf26134a0650f6cbb64027,7,full,0.7,9,1,4,1,0,NA,0.49,0,5,0.7
0c454228ecbf26134a0650f6cbb64027,8,partial,0.7,9,1,0,5,0,NA,0.55,5,0,0.3
0c454228ecbf26134a0650f6cbb64027,9,partial,0.3,9,1,1,4,0,NA,0.56,2,3,0.3
0c454228ecbf26134a0650f6cbb64027,10,partial,0.7,9,1,0,5,0,NA,0.56,2,3,0.7
0c454228ecbf26134a0650f6cbb64027,11,partial,0.3,9,1,4,1,0,NA,0.46,1,4,0.7
d44cf6d59a8f8a8b93ad5cc492512e46,0,full,0.7,9,1,5,0,1,0.7,0.78,4,1,0.7
d44cf6d59a8f8a8b93ad5cc492512e46,1,partial,0.3,9,1,4,1,1,0.7,0.62,5,0,0.3
d44cf6d59a8f8a8b93ad5cc492512e46,2,partial,0.7,9,1,0,5,1,0.7,0.27,5,0,0.7
d44cf6d59a8f8a8b93ad5cc492512e46,3,partial,0.3,9,1,3,2,1,0.7,0.45,0,5,0.3
d44cf6d59a8f8a8b93ad5cc492512e46,4,full,0.7,9,1,5,0,1,0.7,0.63,4,1,0.3
d44cf6d59a8f8a8b93ad5cc492512e46,5,full,0.7,9,1,2,3,1,0.7,0.29,4,1,0.7
d44cf6d59a8f8a8b93ad5cc492512e46,6,full,0.3,9,1,0,5,1,0.7,0.66,5,0,0.3
d44cf6d59a8f8a8b93ad5cc492512e46,7,full,0.7,9,1,3,2,1,0.7,0.29,1,4,0.7
d44cf6d59a8f8a8b93ad5cc492512e46,8,partial,0.7,9,1,1,4,1,0.7,0.65,4,1,0.3
d44cf6d59a8f8a8b93ad5cc492512e46,9,full,0.3,9,1,2,3,1,0.7,0.18,5,0,0.3
d44cf6d59a8f8a8b93ad5cc492512e46,10,full,0.3,9,1,4,1,1,0.7,0.21,0,5,0.3
d44cf6d59a8f8a8b93ad5cc492512e46,11,full,0.7,9,1,1,4,1,0.3,0.65,1,4,0.3
895654f4c118f44d35c201a6d355e0f8,0,partial,0.7,9,1,5,0,0,NA,0.63,5,0,0.7
895654f4c118f44d35c201a6d355e0f8,1,partial,0.7,9,1,1,4,0,NA,0.39,1,4,0.3
895654f4c118f44d35c201a6d355e0f8,2,full,0.7,9,1,1,4,0,NA,0.37,0,5,0.7
895654f4c118f44d35c201a6d355e0f8,3,full,0.7,9,1,5,0,0,NA,0.79,0,5,0.7
895654f4c118f44d35c201a6d355e0f8,4,partial,0.7,9,1,4,1,0,NA,0.82,5,0,0.7
895654f4c118f44d35c201a6d355e0f8,5,partial,0.7,9,1,0,5,0,NA,0.3,2,3,0.3
895654f4c118f44d35c201a6d355e0f8,6,partial,0.3,9,1,2,3,0,NA,0.33,3,2,0.7
895654f4c118f44d35c201a6d355e0f8,7,full,0.7,9,1,3,2,0,NA,0.75,0,5,0.7
895654f4c118f44d35c201a6d355e0f8,8,partial,0.3,9,1,2,3,0,NA,0.37,1,4,0.7
895654f4c118f44d35c201a6d355e0f8,9,partial,0.7,9,1,4,1,0,NA,0.85,5,0,0.7
895654f4c118f44d35c201a6d355e0f8,10,full,0.7,9,1,3,2,0,NA,0.64,5,0,0.7
895654f4c118f44d35c201a6d355e0f8,11,partial,0.7,9,1,0,5,0,NA,0.2,5,0,0.3
fb166663016a809882b84411647b7bf3,0,partial,0.7,9,1,2,3,0,NA,0.18,4,1,0.7
fb166663016a809882b84411647b7bf3,1,full,0.7,9,1,0,5,0,NA,0.25,0,5,0.7
fb166663016a809882b84411647b7bf3,2,full,0.3,9,1,2,3,0,NA,0.4,5,0,0.7
fb166663016a809882b84411647b7bf3,3,partial,0.7,9,1,5,0,0,NA,0.66,5,0,0.7
fb166663016a809882b84411647b7bf3,4,partial,0.7,9,1,1,4,0,NA,0.43,1,4,0.7
fb166663016a809882b84411647b7bf3,5,full,0.7,9,1,3,2,0,NA,0.68,5,0,0.7
fb166663016a809882b84411647b7bf3,6,partial,0.3,9,1,1,4,0,NA,0.3,2,3,0.7
fb166663016a809882b84411647b7bf3,7,full,0.7,9,1,3,2,0,NA,0.58,0,5,0.7
fb166663016a809882b84411647b7bf3,8,partial,0.7,9,1,0,5,0,NA,0.05,5,0,0.7
fb166663016a809882b84411647b7bf3,9,full,0.3,9,1,4,1,0,NA,0.67,2,3,0.7
fb166663016a809882b84411647b7bf3,10,partial,0.7,9,1,4,1,0,NA,0.72,5,0,0.7
fb166663016a809882b84411647b7bf3,11,full,0.7,9,1,5,0,0,NA,0.33,0,5,0.7
9f16eb6d37cc01287d04b3f3d15f766e,0,full,0.7,9,1,4,1,1,0.7,0.29,2,3,0.7
9f16eb6d37cc01287d04b3f3d15f766e,1,full,0.7,9,1,0,5,1,0.3,0.74,4,1,0.3
9f16eb6d37cc01287d04b3f3d15f766e,2,full,0.3,9,1,2,3,1,0.3,0.69,5,0,0.3
9f16eb6d37cc01287d04b3f3d15f766e,3,partial,0.7,9,1,3,2,0,NA,0.82,1,4,0.7
9f16eb6d37cc01287d04b3f3d15f766e,4,partial,0.7,9,1,0,5,1,0.3,0.71,5,0,0.7
9f16eb6d37cc01287d04b3f3d15f766e,5,partial,0.7,9,1,5,0,1,0.7,0.73,0,5,0.7
9f16eb6d37cc01287d04b3f3d15f766e,6,partial,0.3,9,1,5,0,0,NA,0.7,1,4,0.7
