,subject_id,student_idx,block_type,trial_num,true_theta,student_a,student_b,student_class,heads,tails,student_guess,error,bonus,total_bonus,understood
17,A1AZTE5W2MF1TU,3,nonSeqFull,0,0.7,1,9,A,9,1,0.50,0.19999999999999996,0.0,0.0,yes
18,A1AZTE5W2MF1TU,4,nonSeqPartial,0,0.3,9,1,B,6,14,0.50,0.2,0.0,0.0,yes
19,A1AZTE5W2MF1TU,5,seqNoFeedback,0,0.3,9,1,B,3,7,,,,0.0,yes
20,A1AZTE5W2MF1TU,5,seqNoFeedback,1,0.3,9,1,B,1,9,0.43,0.13,0.0,0.0,yes
21,A1AZTE5W2MF1TU,6,seqNoFeedback,0,0.7,9,1,B,7,3,,,,0.0,yes
22,A1AZTE5W2MF1TU,6,seqNoFeedback,1,0.7,9,1,B,9,1,0.83,0.13,0.0,0.0,yes
23,A1AZTE5W2MF1TU,7,nonSeqFull,0,0.3,1,9,A,1,9,0.10,0.19999999999999998,0.0,0.0,yes
24,A1FMVUYV72MUO3,0,seqNoFeedback,0,0.7,9,1,B,6,2,,,,0.48,yes
25,A1FMVUYV72MUO3,0,seqNoFeedback,1,0.7,9,1,B,4,1,0.83,0.13,0.0,0.48,yes
26,A1FMVUYV72MUO3,1,nonSeqFull,0,0.3,1,9,A,3,7,0.20,0.09999999999999998,0.0,0.48,yes
27,A1FMVUYV72MUO3,2,nonSeqFull,0,0.7,9,1,B,6,3,0.79,0.09000000000000008,0.0,0.48,yes
28,A1FMVUYV72MUO3,3,seqFeedback,0,0.7,1,9,A,3,1,0.29,,,0.48,yes
29,A1FMVUYV72MUO3,3,seqFeedback,1,0.7,1,9,A,9,2,0.52,0.17999999999999994,0.0,0.48,yes
30,A1FMVUYV72MUO3,4,nonSeqPartial,0,0.7,1,9,A,9,2,0.48,0.21999999999999997,0.0,0.48,yes
31,A1FMVUYV72MUO3,5,seqNoFeedback,0,0.3,9,1,B,2,8,,,,0.48,yes
32,A1FMVUYV72MUO3,5,seqNoFeedback,1,0.3,9,1,B,2,8,0.43,0.13,0.0,0.48,yes
33,A1FMVUYV72MUO3,6,nonSeqPartial,0,0.3,9,1,B,0,5,0.60,0.3,0.0,0.48,yes
34,A1FMVUYV72MUO3,7,seqFeedback,0,0.3,1,9,A,2,10,0.14,,,0.48,yes
35,A1FMVUYV72MUO3,7,seqFeedback,1,0.3,1,9,A,4,6,0.22,0.07999999999999999,0.48,0.48,yes
36,A1HKY2VIN9UFZN,0,nonSeqPartial,0,0.3,9,1,B,0,4,0.64,0.34,0.0,0.0,yes
37,A1HKY2VIN9UFZN,1,nonSeqPartial,0,0.7,1,9,A,7,3,0.40,0.29999999999999993,0.0,0.0,yes
38,A1HKY2VIN9UFZN,2,seqNoFeedback,0,0.3,9,1,B,3,7,,,,0.0,yes
39,A1HKY2VIN9UFZN,2,seqNoFeedback,1,0.3,9,1,B,3,7,0.50,0.2,0.0,0.0,yes
40,A1HKY2VIN9UFZN,3,nonSeqFull,0,0.3,1,9,A,20,60,0.23,0.06999999999999998,0.0,0.0,yes
41,A1HKY2VIN9UFZN,3,nonSeqFull,0,0.3,1,9,A,10,50,0.16,0.13999999999999999,0.0,0.0,yes
42,A1HKY2VIN9UFZN,4,seqNoFeedback,0,0.7,9,1,B,50,10,,,,0.0,yes
43,A1HKY2VIN9UFZN,4,seqNoFeedback,1,0.7,9,1,B,60,0,0.92,0.22000000000000008,0.0,0.0,yes
44,A1HKY2VIN9UFZN,5,seqFeedback,0,0.3,9,1,B,30,70,0.35,,,0.0,yes
45,A1HKY2VIN9UFZN,5,seqFeedback,0,0.3,9,1,B,10,50,0.27,,,0.0,yes
46,A1HKY2VIN9UFZN,5,seqFeedback,1,0.3,9,1,B,20,60,0.31,0.010000000000000009,0.0,0.0,yes
47,A1HKY2VIN9UFZN,5,seqFeedback,1,0.3,9,1,B,10,50,0.29,0.010000000000000009,0.0,0.0,yes
48,A1HKY2VIN9UFZN,6,seqFeedback,0,0.7,1,9,A,70,30,0.65,,,0.0,yes
49,A1HKY2VIN9UFZN,6,seqFeedback,0,0.7,1,9,A,70,30,0.65,,,0.0,yes
50,A1HKY2VIN9UFZN,6,seqFeedback,0,0.7,1,9,A,70,30,0.65,,,0.0,yes
51,A1HKY2VIN9UFZN,6,seqFeedback,0,0.7,1,9,A,30,5,0.69,,,0.0,yes
52,A1HKY2VIN9UFZN,6,seqFeedback,1,0.7,1,9,A,30,5,0.70,0.0,0.0,0.0,yes
53,A1HKY2VIN9UFZN,7,nonSeqFull,0,0.7,9,1,B,20,5,0.83,0.13,0.0,0.0,yes
54,A1I7H6RDJS4EKN,0,nonSeqFull,0,0.7,1,9,A,8,2,0.45,0.24999999999999994,0.0,1.34,yes
55,A1I7H6RDJS4EKN,1,seqFeedback,0,0.7,1,9,A,7,3,0.40,,,1.34,yes
56,A1I7H6RDJS4EKN,1,seqFeedback,1,0.7,1,9,A,9,1,0.57,0.13,0.0,1.34,yes
57,A1I7H6RDJS4EKN,2,nonSeqPartial,0,0.7,9,1,B,10,0,0.95,0.25,0.0,1.34,yes
58,A1I7H6RDJS4EKN,3,seqFeedback,0,0.3,1,9,A,1,0,0.18,,,1.34,yes
59,A1I7H6RDJS4EKN,3,seqFeedback,1,0.3,1,9,A,10,20,0.29,0.010000000000000009,0.39,1.34,yes
60,A1I7H6RDJS4EKN,4,nonSeqFull,0,0.3,1,9,A,15,20,0.36,0.06,0.35,1.34,yes
61,A1I7H6RDJS4EKN,5,seqNoFeedback,0,0.7,9,1,B,7,3,,,,1.34,yes
62,A1I7H6RDJS4EKN,5,seqNoFeedback,1,0.7,9,1,B,21,9,0.74,0.040000000000000036,0.3,1.34,yes
63,A1I7H6RDJS4EKN,6,seqNoFeedback,0,0.3,1,9,A,3,7,,,,1.34,yes
64,A1I7H6RDJS4EKN,6,seqNoFeedback,1,0.3,1,9,A,9,21,0.26,0.03999999999999998,0.3,1.34,yes
65,A1I7H6RDJS4EKN,7,nonSeqPartial,0,0.3,9,1,B,15,35,0.40,0.10000000000000003,0.0,1.34,yes
66,A1PAY3X73PQ16S,0,seqNoFeedback,0,0.7,9,1,B,7,3,,,,1.0,yes
67,A1PAY3X73PQ16S,0,seqNoFeedback,1,0.7,9,1,B,7,3,0.77,0.07000000000000006,0.5,1.0,yes
68,A1PAY3X73PQ16S,1,seqFeedback,0,0.3,9,1,B,3,7,0.60,,,1.0,yes
69,A1PAY3X73PQ16S,1,seqFeedback,1,0.3,9,1,B,3,7,0.50,0.2,0.0,1.0,yes
70,A1PAY3X73PQ16S,2,seqNoFeedback,0,0.3,9,1,B,3,7,,,,1.0,yes
71,A1PAY3X73PQ16S,2,seqNoFeedback,1,0.3,9,1,B,3,7,0.50,0.2,0.0,1.0,yes
72,A1PAY3X73PQ16S,3,nonSeqPartial,0,0.7,9,1,B,7,3,0.80,0.10000000000000009,0.0,1.0,yes
73,A1PAY3X73PQ16S,4,nonSeqPartial,0,0.3,1,9,A,3,7,0.20,0.09999999999999998,0.0,1.0,yes
74,A1PAY3X73PQ16S,5,seqFeedback,0,0.7,1,9,A,9,1,0.50,,,1.0,yes
75,A1PAY3X73PQ16S,5,seqFeedback,1,0.7,1,9,A,9,1,0.63,0.06999999999999995,0.5,1.0,yes
76,A1PAY3X73PQ16S,6,nonSeqFull,0,0.3,1,9,A,3,7,0.20,0.09999999999999998,0.0,1.0,yes
77,A1PAY3X73PQ16S,7,nonSeqFull,0,0.7,1,9,A,10,1,0.52,0.17999999999999994,0.0,1.0,yes
78,A1TARNH07A75CG,0,nonSeqFull,0,0.7,1,9,A,3,1,0.29,0.41,0.0,0.22,yes
79,A1TARNH07A75CG,1,nonSeqFull,0,0.3,9,1,B,3,7,0.60,0.3,0.0,0.22,yes
80,A1TARNH07A75CG,2,seqNoFeedback,0,0.7,9,1,B,70,30,,,,0.22,yes
81,A1TARNH07A75CG,2,seqNoFeedback,0,0.7,9,1,B,70,30,,,,0.22,yes
82,A1TARNH07A75CG,2,seqNoFeedback,0,0.7,9,1,B,20,8,,,,0.22,yes
83,A1TARNH07A75CG,2,seqNoFeedback,1,0.7,9,1,B,20,8,0.72,0.020000000000000018,0.0,0.22,yes
84,A1TARNH07A75CG,3,seqFeedback,0,0.3,1,9,A,40,60,0.37,,,0.22,yes
85,A1TARNH07A75CG,3,seqFeedback,0,0.3,1,9,A,40,60,0.37,,,0.22,yes
86,A1TARNH07A75CG,3,seqFeedback,0,0.3,1,9,A,12,30,0.25,,,0.22,yes
87,A1TARNH07A75CG,3,seqFeedback,1,0.3,1,9,A,30,50,0.37,0.07,0.0,0.22,yes
88,A1TARNH07A75CG,3,seqFeedback,1,0.3,1,9,A,15,40,0.34,0.040000000000000036,0.0,0.22,yes
89,A1TARNH07A75CG,4,seqFeedback,0,0.7,9,1,B,40,5,0.89,,,0.22,yes
90,A1TARNH07A75CG,4,seqFeedback,1,0.7,9,1,B,50,5,0.90,0.20000000000000007,0.0,0.22,yes
91,A1TARNH07A75CG,5,nonSeqPartial,0,0.3,1,9,A,10,40,0.18,0.12,0.0,0.22,yes
92,A1TARNH07A75CG,6,nonSeqPartial,0,0.7,1,9,A,10,3,0.48,0.21999999999999997,0.0,0.22,yes
93,A1TARNH07A75CG,7,seqNoFeedback,0,0.3,9,1,B,8,30,,,,0.22,yes
94,A1TARNH07A75CG,7,seqNoFeedback,1,0.3,9,1,B,3,7,0.34,0.040000000000000036,0.22,0.22,yes
95,A1WPGNK8Y65BV3,0,seqFeedback,0,0.3,1,9,A,1,3,0.14,,,0.5,yes
96,A1WPGNK8Y65BV3,0,seqFeedback,1,0.3,1,9,A,3,7,0.21,0.09,0.0,0.5,yes
97,A1WPGNK8Y65BV3,1,seqFeedback,0,0.7,9,1,B,7,3,0.80,,,0.5,yes
98,A1WPGNK8Y65BV3,1,seqFeedback,1,0.7,9,1,B,7,3,0.77,0.07000000000000006,0.5,0.5,yes
99,A1WPGNK8Y65BV3,2,seqNoFeedback,0,0.3,9,1,B,3,7,,,,0.5,yes
100,A1WPGNK8Y65BV3,2,seqNoFeedback,1,0.3,9,1,B,3,7,0.50,0.2,0.0,0.5,yes
101,A1WPGNK8Y65BV3,3,nonSeqPartial,0,0.7,9,1,B,7,3,0.80,0.10000000000000009,0.0,0.5,yes
102,A1WPGNK8Y65BV3,4,nonSeqFull,0,0.3,9,1,B,3,7,0.60,0.3,0.0,0.5,yes
103,A1WPGNK8Y65BV3,5,seqNoFeedback,0,0.7,9,1,B,7,3,,,,0.5,yes
104,A1WPGNK8Y65BV3,5,seqNoFeedback,1,0.7,9,1,B,5,1,0.81,0.1100000000000001,0.0,0.5,yes
105,A1WPGNK8Y65BV3,6,nonSeqPartial,0,0.3,9,1,B,3,7,0.60,0.3,0.0,0.5,yes
106,A1WPGNK8Y65BV3,7,nonSeqFull,0,0.7,1,9,A,7,3,0.40,0.29999999999999993,0.0,0.5,yes
107,A1Y25W1Y7KDE5,0,nonSeqFull,0,0.3,1,9,A,2,12,0.13,0.16999999999999998,0.0,1.58,yes
108,A1Y25W1Y7KDE5,1,nonSeqPartial,0,0.3,1,9,A,3,7,0.20,0.09999999999999998,0.0,1.58,yes
109,A1Y25W1Y7KDE5,2,nonSeqFull,0,0.7,9,1,B,0,2,0.75,0.050000000000000044,0.68,1.58,yes
110,A1Y25W1Y7KDE5,3,seqFeedback,0,0.7,1,9,A,7,3,0.40,,,1.58,yes
111,A1Y25W1Y7KDE5,3,seqFeedback,1,0.7,1,9,A,7,3,0.50,0.19999999999999996,0.0,1.58,yes
112,A1Y25W1Y7KDE5,4,seqNoFeedback,0,0.7,9,1,B,7,3,,,,1.58,yes
113,A1Y25W1Y7KDE5,4,seqNoFeedback,1,0.7,9,1,B,14,6,0.75,0.050000000000000044,0.4,1.58,yes
114,A1Y25W1Y7KDE5,5,nonSeqPartial,0,0.7,9,1,B,14,6,0.77,0.07000000000000006,0.5,1.58,yes
115,A1Y25W1Y7KDE5,6,seqNoFeedback,0,0.3,1,9,A,6,14,,,,1.58,yes
116,A1Y25W1Y7KDE5,6,seqNoFeedback,1,0.3,1,9,A,3,14,0.21,0.09,0.0,1.58,yes
117,A1Y25W1Y7KDE5,7,seqFeedback,0,0.3,9,1,B,3,7,0.60,,,1.58,yes
118,A1Y25W1Y7KDE5,7,seqFeedback,1,0.3,9,1,B,6,14,0.45,0.15000000000000002,0.0,1.58,yes
119,A23OS0HQ12VVOR,0,seqFeedback,0,0.7,9,1,B,10,5,0.76,,,1.55,yes
120,A23OS0HQ12VVOR,0,seqFeedback,1,0.7,9,1,B,8,4,0.73,0.030000000000000027,0.43,1.55,yes
121,A23OS0HQ12VVOR,1,nonSeqFull,0,0.3,9,1,B,4,6,0.65,0.35000000000000003,0.0,1.55,yes
122,A23OS0HQ12VVOR,2,seqNoFeedback,0,0.7,1,9,A,15,5,,,,1.55,yes
123,A23OS0HQ12VVOR,2,seqNoFeedback,1,0.7,1,9,A,8,6,0.55,0.1499999999999999,0.0,1.55,yes
124,A23OS0HQ12VVOR,3,nonSeqFull,0,0.7,1,9,A,10,10,0.37,0.32999999999999996,0.0,1.55,yes
125,A23OS0HQ12VVOR,4,nonSeqPartial,0,0.7,9,1,B,6,4,0.75,0.050000000000000044,0.6,1.55,yes
126,A23OS0HQ12VVOR,5,seqFeedback,0,0.3,9,1,B,6,6,0.68,,,1.55,yes
127,A23OS0HQ12VVOR,5,seqFeedback,1,0.3,9,1,B,6,4,0.66,0.36000000000000004,0.0,1.55,yes
128,A23OS0HQ12VVOR,6,nonSeqPartial,0,0.3,1,9,A,8,10,0.32,0.020000000000000018,0.52,1.55,yes
129,A23OS0HQ12VVOR,7,seqNoFeedback,0,0.3,9,1,B,10,10,,,,1.55,yes
130,A23OS0HQ12VVOR,7,seqNoFeedback,1,0.3,9,1,B,10,12,0.56,0.26000000000000006,0.0,1.55,yes
131,A2CK0OXMPOR9LE,0,seqNoFeedback,0,0.3,9,1,B,3,7,,,,2.2,yes
132,A2CK0OXMPOR9LE,0,seqNoFeedback,1,0.3,9,1,B,3,7,0.50,0.2,0.0,2.2,yes
133,A2CK0OXMPOR9LE,1,seqFeedback,0,0.3,1,9,A,3,7,0.20,,,2.2,yes
134,A2CK0OXMPOR9LE,1,seqFeedback,1,0.3,1,9,A,3,7,0.23,0.06999999999999998,0.5,2.2,yes
135,A2CK0OXMPOR9LE,2,nonSeqFull,0,0.3,1,9,A,4,6,0.25,0.04999999999999999,0.6,2.2,yes
136,A2CK0OXMPOR9LE,3,seqFeedback,0,0.7,9,1,B,7,3,0.80,,,2.2,yes
137,A2CK0OXMPOR9LE,3,seqFeedback,1,0.7,9,1,B,5,5,0.70,0.0,0.5,2.2,yes
138,A2CK0OXMPOR9LE,4,seqNoFeedback,0,0.7,1,9,A,7,3,,,,2.2,yes
139,A2CK0OXMPOR9LE,4,seqNoFeedback,1,0.7,1,9,A,7,3,0.50,0.19999999999999996,0.0,2.2,yes
140,A2CK0OXMPOR9LE,5,nonSeqPartial,0,0.7,9,1,B,7,3,0.80,0.10000000000000009,0.0,2.2,yes
141,A2CK0OXMPOR9LE,6,nonSeqFull,0,0.7,9,1,B,5,5,0.70,0.0,0.6,2.2,yes
142,A2CK0OXMPOR9LE,7,nonSeqPartial,0,0.3,9,1,B,3,7,0.60,0.3,0.0,2.2,yes
143,A2P53AN2M8IWFP,0,nonSeqPartial,0,0.7,1,9,A,6,4,0.35,0.35,0.0,0.0,yes
144,A2P53AN2M8IWFP,1,seqFeedback,0,0.3,9,1,B,20,20,0.58,,,0.0,yes
145,A2P53AN2M8IWFP,1,seqFeedback,1,0.3,9,1,B,25,25,0.54,0.24000000000000005,0.0,0.0,yes
146,A2P53AN2M8IWFP,2,seqNoFeedback,0,0.7,9,1,B,20,20,,,,0.0,yes
147,A2P53AN2M8IWFP,2,seqNoFeedback,1,0.7,9,1,B,15,15,0.55,0.1499999999999999,0.0,0.0,yes
148,A2P53AN2M8IWFP,3,seqNoFeedback,0,0.3,1,9,A,30,30,,,,0.0,yes
149,A2P53AN2M8IWFP,3,seqNoFeedback,1,0.3,1,9,A,30,30,0.47,0.16999999999999998,0.0,0.0,yes
150,A2P53AN2M8IWFP,4,nonSeqFull,0,0.7,9,1,B,0,0,0.90,0.20000000000000007,0.0,0.0,yes
151,A2P53AN2M8IWFP,4,nonSeqFull,0,0.7,9,1,B,0,0,0.90,0.20000000000000007,0.0,0.0,yes
152,A2P53AN2M8IWFP,4,nonSeqFull,0,0.7,9,1,B,1,1,0.83,0.13,0.0,0.0,yes
153,A2P53AN2M8IWFP,5,nonSeqPartial,0,0.3,1,9,A,40,40,0.46,0.16000000000000003,0.0,0.0,yes
154,A2P53AN2M8IWFP,5,nonSeqPartial,0,0.3,1,9,A,35,10,0.65,0.35000000000000003,0.0,0.0,yes
155,A2P53AN2M8IWFP,6,seqFeedback,0,0.7,9,1,B,20,20,0.58,,,0.0,yes
156,A2P53AN2M8IWFP,6,seqFeedback,1,0.7,9,1,B,20,20,0.54,0.15999999999999992,0.0,0.0,yes
157,A2P53AN2M8IWFP,7,nonSeqFull,0,0.3,1,9,A,15,10,0.46,0.16000000000000003,0.0,0.0,yes
158,A2V6E7SGEU0EFD,0,seqNoFeedback,0,0.3,1,9,A,10,20,,,,0.44,yes
159,A2V6E7SGEU0EFD,0,seqNoFeedback,1,0.3,1,9,A,10,25,0.28,0.019999999999999962,0.05,0.44,yes
160,A2V6E7SGEU0EFD,1,nonSeqFull,0,0.3,9,1,B,3,7,0.60,0.3,0.0,0.44,yes
161,A2V6E7SGEU0EFD,2,seqFeedback,0,0.7,1,9,A,20,10,0.53,,,0.44,yes
162,A2V6E7SGEU0EFD,2,seqFeedback,1,0.7,1,9,A,25,10,0.61,0.08999999999999997,0.0,0.44,yes
163,A2V6E7SGEU0EFD,3,seqFeedback,0,0.3,9,1,B,10,20,0.47,,,0.44,yes
164,A2V6E7SGEU0EFD,3,seqFeedback,1,0.3,9,1,B,15,50,0.32,0.020000000000000018,0.0,0.44,yes
165,A2V6E7SGEU0EFD,4,nonSeqFull,0,0.7,1,9,A,20,8,0.55,0.1499999999999999,0.0,0.44,yes
166,A2V6E7SGEU0EFD,5,seqNoFeedback,0,0.7,9,1,B,15,50,,,,0.44,yes
167,A2V6E7SGEU0EFD,5,seqNoFeedback,1,0.7,9,1,B,10,25,0.31,0.38999999999999996,0.0,0.44,yes
168,A2V6E7SGEU0EFD,6,nonSeqPartial,0,0.3,1,9,A,10,25,0.24,0.06,0.35,0.44,yes
169,A2V6E7SGEU0EFD,7,nonSeqPartial,0,0.7,1,9,A,50,16,0.67,0.029999999999999916,0.04,0.44,yes
170,A2VRDE2FHCBMF8,0,seqFeedback,0,0.3,1,9,A,3,7,0.20,,,2.0,yes
171,A2VRDE2FHCBMF8,0,seqFeedback,1,0.3,1,9,A,4,6,0.27,0.02999999999999997,0.5,2.0,yes
172,A2VRDE2FHCBMF8,1,nonSeqFull,0,0.3,9,1,B,1,9,0.50,0.2,0.0,2.0,yes
173,A2VRDE2FHCBMF8,2,seqNoFeedback,0,0.7,9,1,B,7,3,,,,2.0,yes
174,A2VRDE2FHCBMF8,2,seqNoFeedback,1,0.7,9,1,B,7,3,0.77,0.07000000000000006,0.5,2.0,yes
175,A2VRDE2FHCBMF8,3,nonSeqPartial,0,0.7,1,9,A,8,2,0.45,0.24999999999999994,0.0,2.0,yes
176,A2VRDE2FHCBMF8,4,seqNoFeedback,0,0.3,1,9,A,3,7,,,,2.0,yes
177,A2VRDE2FHCBMF8,4,seqNoFeedback,1,0.3,1,9,A,3,7,0.23,0.06999999999999998,0.5,2.0,yes
178,A2VRDE2FHCBMF8,5,nonSeqFull,0,0.7,1,9,A,18,2,0.63,0.06999999999999995,0.5,2.0,yes
179,A2VRDE2FHCBMF8,6,nonSeqPartial,0,0.3,9,1,B,3,7,0.60,0.3,0.0,2.0,yes
180,A2VRDE2FHCBMF8,7,seqFeedback,0,0.7,9,1,B,8,2,0.85,,,2.0,yes
181,A2VRDE2FHCBMF8,7,seqFeedback,1,0.7,9,1,B,7,3,0.80,0.10000000000000009,0.0,2.0,yes
182,A30HUZHJBOX1LK,0,nonSeqPartial,0,0.7,1,9,A,7,3,0.40,0.29999999999999993,0.0,2.52,yes
183,A30HUZHJBOX1LK,1,nonSeqPartial,0,0.3,9,1,B,6,14,0.50,0.2,0.0,2.52,yes
184,A30HUZHJBOX1LK,2,seqFeedback,0,0.7,1,9,A,15,0,0.64,,,2.52,yes
185,A30HUZHJBOX1LK,2,seqFeedback,1,0.7,1,9,A,6,0,0.71,0.010000000000000009,0.49,2.52,yes
186,A30HUZHJBOX1LK,3,nonSeqFull,0,0.3,1,9,A,2,0,0.25,0.04999999999999999,0.68,2.52,yes
187,A30HUZHJBOX1LK,4,nonSeqFull,0,0.7,9,1,B,0,2,0.75,0.050000000000000044,0.68,2.52,yes
188,A30HUZHJBOX1LK,5,seqNoFeedback,0,0.3,9,1,B,2,0,,,,2.52,yes
189,A30HUZHJBOX1LK,5,seqNoFeedback,1,0.3,9,1,B,2,0,0.93,0.6300000000000001,0.0,2.52,yes
190,A30HUZHJBOX1LK,6,seqFeedback,0,0.3,1,9,A,2,0,0.25,,,2.52,yes
191,A30HUZHJBOX1LK,6,seqFeedback,1,0.3,1,9,A,1,0,0.31,0.010000000000000009,0.67,2.52,yes
192,A30HUZHJBOX1LK,7,seqNoFeedback,0,0.7,9,1,B,1,0,,,,2.52,yes
193,A30HUZHJBOX1LK,7,seqNoFeedback,1,0.7,9,1,B,6,0,0.94,0.24,0.0,2.52,yes
194,A368366DSK3KW6,0,nonSeqPartial,0,0.3,9,1,B,3,7,0.60,0.3,0.0,3.21,yes
195,A368366DSK3KW6,1,nonSeqPartial,0,0.7,9,1,B,7,3,0.80,0.10000000000000009,0.0,3.21,yes
196,A368366DSK3KW6,2,seqNoFeedback,0,0.3,1,9,A,3,7,,,,3.21,yes
197,A368366DSK3KW6,2,seqNoFeedback,1,0.3,1,9,A,3,7,0.23,0.06999999999999998,0.5,3.21,yes
198,A368366DSK3KW6,3,nonSeqFull,0,0.3,1,9,A,2,0,0.25,0.04999999999999999,0.68,3.21,yes
199,A368366DSK3KW6,4,seqNoFeedback,0,0.7,1,9,A,7,3,,,,3.21,yes
200,A368366DSK3KW6,4,seqNoFeedback,1,0.7,1,9,A,7,3,0.50,0.19999999999999996,0.0,3.21,yes
201,A368366DSK3KW6,5,seqFeedback,0,0.7,1,9,A,7,3,0.40,,,3.21,yes
202,A368366DSK3KW6,5,seqFeedback,1,0.7,1,9,A,3,0,0.48,0.21999999999999997,0.0,3.21,yes
203,A368366DSK3KW6,6,nonSeqFull,0,0.7,9,1,B,7,3,0.80,0.10000000000000009,0.0,3.21,yes
204,A368366DSK3KW6,7,seqFeedback,0,0.3,1,9,A,2,0,0.25,,,3.21,yes
205,A368366DSK3KW6,7,seqFeedback,1,0.3,1,9,A,0,0,0.25,0.04999999999999999,0.68,3.21,yes
206,A368366DSK3KW6,7,seqFeedback,1,0.3,1,9,A,0,0,0.25,0.04999999999999999,0.68,3.21,yes
207,A368366DSK3KW6,7,seqFeedback,1,0.3,1,9,A,1,0,0.31,0.010000000000000009,0.67,3.21,yes
208,A3785TR8D5I81Q,0,nonSeqFull,0,0.7,9,1,B,12,3,0.84,0.14,0.0,0.0,yes
209,A3785TR8D5I81Q,1,seqFeedback,0,0.3,1,9,A,60,10,0.76,,,0.0,yes
210,A3785TR8D5I81Q,1,seqFeedback,1,0.3,1,9,A,62,8,0.82,0.52,0.0,0.0,yes
211,A3785TR8D5I81Q,2,seqFeedback,0,0.7,9,1,B,49,21,0.72,,,0.0,yes
212,A3785TR8D5I81Q,2,seqFeedback,1,0.7,9,1,B,49,21,0.71,0.010000000000000009,0.0,0.0,yes
213,A3785TR8D5I81Q,3,nonSeqPartial,0,0.3,9,1,B,21,49,0.38,0.08000000000000002,0.0,0.0,yes
214,A3785TR8D5I81Q,4,nonSeqFull,0,0.3,1,9,A,21,49,0.28,0.019999999999999962,0.0,0.0,yes
215,A3785TR8D5I81Q,5,seqNoFeedback,0,0.3,9,1,B,24,46,,,,0.0,yes
216,A3785TR8D5I81Q,5,seqNoFeedback,1,0.3,9,1,B,24,46,0.38,0.08000000000000002,0.0,0.0,yes
217,A3785TR8D5I81Q,6,nonSeqPartial,0,0.7,1,9,A,46,24,0.59,0.10999999999999999,0.0,0.0,yes
218,A3785TR8D5I81Q,7,seqNoFeedback,0,0.7,1,9,A,46,24,,,,0.0,yes
219,A3785TR8D5I81Q,7,seqNoFeedback,1,0.7,1,9,A,24,46,0.47,0.22999999999999998,0.0,0.0,yes
220,A38OPVI04AH4JG,0,seqNoFeedback,0,0.3,1,9,A,3,7,,,,1.0,yes
221,A38OPVI04AH4JG,0,seqNoFeedback,1,0.3,1,9,A,3,7,0.23,0.06999999999999998,0.5,1.0,yes
222,A38OPVI04AH4JG,1,nonSeqPartial,0,0.7,1,9,A,7,3,0.40,0.29999999999999993,0.0,1.0,yes
223,A38OPVI04AH4JG,2,seqFeedback,0,0.7,1,9,A,7,3,0.40,,,1.0,yes
224,A38OPVI04AH4JG,2,seqFeedback,1,0.7,1,9,A,7,3,0.50,0.19999999999999996,0.0,1.0,yes
225,A38OPVI04AH4JG,3,nonSeqFull,0,0.3,9,1,B,3,7,0.60,0.3,0.0,1.0,yes
226,A38OPVI04AH4JG,4,seqNoFeedback,0,0.7,1,9,A,7,3,,,,1.0,yes
